INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0009', '001', 'Front fascia and header panel', 'installed', '8.53', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0123', '001', 'Steering column switch', 'installed', '21.25', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0102', '002', 'Oxygen sensor', 'installed', '10.31', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-IFCAP0151', '002', 'Carpet and other floor material', 'installed', '1.56', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-BAE0001', '003', 'Bumper', 'installed', '33.13', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEGAM0071', '003', 'Tire pressure gauge', 'installed', '70.70', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEGAM0070', '001', 'Temperature gauge', 'installed', '10.49', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEIS0077', '001', 'Electronic timing controller', 'installed', '15.78', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEM0139', '001', 'Engine control unit', 'installed', '19.47', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0126', '001', 'Thermostat', 'installed', '19.95', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-BAED0027', '002', 'Door seal', 'installed', '8.09', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEGAM0070', '002', 'Temperature gauge', 'installed', '44.43', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-BAE0003', '003', 'Exposed bumper', 'installed', '16.86', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAECS0050', '003', 'Alternator bracket', 'installed', '10.17', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0120', '003', 'Door switch', 'installed', '78.52', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAESS0118', '003', 'Starter solenoid', 'installed', '124.39', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-BAE0015', '002', 'Roof Rack', 'installed', '45.27', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEIS0075', '002', 'Coil wire', 'installed', '10.39', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEAD0047', '003', 'Subwoofer', 'installed', '86.88', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAECS0050', '003', 'Alternator bracket', 'installed', '91.13', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-ICS0162', '003', 'Seat track', 'installed', '52.57', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0114', '003', 'ABS sensor', 'installed', '129.36', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-ICS0157', '003', 'Fastener', 'installed', '42.26', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0111', '002', 'MAP sensor', 'installed', '5.22', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-ICS0158', '002', 'Headrest', 'received', '3.28', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-PACBS0189', '002', 'Hold-down springs', 'installed', '77.82', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAELASS0084', '003', 'Fog Light', 'received', '41.75', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0125', '003', 'Switch panel', 'ordered', '42.92', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-ICS0160', '003', 'Seat bracket', 'ordered', '77.88', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-PACBS0198', '003', 'Other braking system parts', 'received', '52.50', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-BAE0009', '004', 'Front fascia and header panel', 'installed', '28.73', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0127', '004', 'Frame Switch', 'installed', '11.99', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-PACBS0181', '004', 'Brake shoe', 'installed', '25.72', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-BAEW0033', '002', 'Glass', 'received', '70.18', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0094', '002', 'Anti-pinch sensor', 'installed', '92.72', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0107', '002', 'Temperature sensor', 'received', '27.26', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAESS0116', '002', 'Starter drive', 'ordered', '36.90', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEAD0042', '004', 'Antenna cable', 'installed', '76.09', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEGAM0070', '004', 'Temperature gauge', 'installed', '59.72', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEWH0131', '004', 'Underfloor harness', 'installed', '2.08', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEIS0075', '001', 'Coil wire', 'installed', '46.59', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0104', '003', 'Pressure sensor', 'installed', '14.12', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAESS0117', '003', 'Starter Motor', 'installed', '56.20', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEWH0128', '003', 'Air conditioning harness', 'installed', '74.85', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-PACBS0186', '004', 'Caliper', 'received', '45.76', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0106', '002', 'Rotational sensor', 'installed', '54.02', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-PACBS0184', '002', 'Brake warning light', 'installed', '93.33', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-PACBS0189', '002', 'Hold-down springs', 'installed', '95.35', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-PACBS0191', '002', 'Brake booster hose', 'installed', '40.17', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-BAE0002', '004', 'Unexposed bumper', 'ordered', '41.32', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-BAE0009', '004', 'Front fascia and header panel', 'received', '10.00', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEGAM0068', '004', 'Speedometer', 'received', '39.23', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-PACBS0192', '004', 'Air brake nylon hose', 'received', '1.08', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0113', '002', 'Oil level sensor', 'ordered', '17.32', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-ICS0158', '002', 'Headrest', 'received', '23.80', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAESS0116', '001', 'Starter drive', 'ordered', '117.84', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-BAE0005', '001', 'Decklid', 'installed', '14.22', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0093', '002', 'Airbag sensor', 'installed', '25.64', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEM0148', '001', 'Speedometer calibrator', 'installed', '113.03', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAECS0048', '003', 'Alternator', 'received', '21.15', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0101', '003', 'Manifold absolute pressure sensor', 'ordered', '55.19', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0124', '003', 'Switch cover', 'received', '57.42', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-PACBS0190', '003', 'Hose', 'received', '35.44', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEM0146', '005', 'Shift improver', 'ordered', '60.93', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAECS0049', '005', 'Alternator bearing', 'installed', '16.99', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEESS0057', '005', 'Battery cable', 'installed', '23.31', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEWH0129', '005', 'Engine compartment harness', 'installed', '94.32', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-10141', '003', 'Fuse Box: The Alternative Tribute', 'installed', '13.80', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-BAE0002', '003', 'Unexposed bumper', 'installed', '18.38', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEM0134', '003', 'Central locking system', 'installed', '77.70', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAESS0119', '003', 'Spark Plug', 'installed', '21.71', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEIS0079', '001', 'Ignition Coil', 'ordered', '35.95', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-PACBS0168', '001', 'Brake backing plate', 'ordered', '27.39', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-BAEW0036', '003', 'Window motor', 'ordered', '26.30', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAELASS0083', '003', 'Engine bay lighting', 'received', '23.52', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAES0105', '003', 'Rain sensor', 'received', '18.25', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-BAEW0033', '002', 'Glass', 'ordered', '31.60', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEESS0056', '002', 'Battery cable terminal', 'received', '25.59', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEGAM0065', '002', 'Fuel gauge', 'ordered', '28.43', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEGAM0069', '002', 'Tachometer', 'received', '30.65', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEM0138', '003', 'Engine computer and management system', 'installed', '4.45', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SE-EAEIS0078', '001', 'Ignition box', 'installed', '219.56', '1');
